"sample_ID","ionic_conductivity_final","fcomp_mat1","fcomp_mat2","fcomp_mat1_ratio","fcomp_mat2_ratio","fcomp_additive","fcomp_additive_wt_pct","fcomp_salt","fcomp_salt_wt_pct","fcomp_formulation","date_casted","cast_type","fab_method","area_cm2","spe_thickness_avg","print_type","flag_for_removal","validation"
"KR_134",5.4381e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA TiO2, NA LiTFSI",2023-04-05,"coin cell",0,1.77,0.11,"Coin cell",FALSE,"NO"
"KR_135",4.117e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA TiO2, NA LiTFSI",2023-04-05,"coin cell",0,1.77,0.11,"Coin cell",FALSE,"NO"
"KR_136",8.711e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA TiO2, NA LiTFSI",2023-04-05,"coin cell",0,1.77,0.112,"Coin cell",FALSE,"NO"
"KR_141",8.5813e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA TiO2, NA LiTFSI",2023-04-05,"coin cell",0,1.77,0.115,"Coin cell",FALSE,"NO"
"KR_152",1.8492e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA TiO2, NA LiTFSI",2023-08-17,"coin cell",0,1.77,0.29,"Coin cell",FALSE,"NO"
"KR_153",2.3076e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA TiO2, NA LiTFSI",2023-08-17,"coin cell",0,1.77,0.29,"Coin cell",FALSE,"NO"
"KR_154",1.7393e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA TiO2, NA LiTFSI",2023-08-17,"coin cell",0,1.77,0.29,"Coin cell",FALSE,"NO"
"KR_155",7.5477e-06,"PEGMEA","PEGDA",0.9,0.1,"none",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA LiTFSI",2023-08-17,"coin cell",0,1.77,0.851,"Coin cell",NA,"NO"
"KR_161",8.4908e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA aerosil 380, NA LiTFSI",2023-08-17,"coin cell",0,1.77,1.8335,"Coin cell",FALSE,"NO"
"KR_162",5.1854e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA aerosil 380, NA LiTFSI",2023-08-17,"coin cell",0,1.77,1.4685,"Coin cell",FALSE,"NO"
"KR_165",5.2112e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA aerosil 380, NA LiTFSI",2023-08-17,"coin cell",0,1.77,1.319,"Coin cell",FALSE,"NO"
"SS_112",1.1673e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 10 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2987,"Coin cell",FALSE,"NO"
"SS_113",1.5819e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 10 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.25,"Coin cell",FALSE,"NO"
"SS_114",3.3205e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 10 LiTFSI",2023-11-21,"Coin cell",1,1.8085,0.3743,"Coin cell",FALSE,"NO"
"SS_115",2.407e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 10 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3243,"Coin cell",FALSE,"NO"
"SS_116",1.5407e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 10 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.1933,"Coin cell",FALSE,"NO"
"SS_118",4.9693e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 10 LiTFSI",2023-11-21,"Coin cell",1,1.7112,0.2057,"Coin cell",FALSE,"NO"
"SS_119",2.6943e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 10 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3663,"Coin cell",FALSE,"NO"
"SS_120",8.3595e-07,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 10 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.252,"Coin cell",FALSE,"NO"
"SS_121",2.3908e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 10 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.25,"Coin cell",FALSE,"NO"
"SS_122",2.6376e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 10 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.298,"Coin cell",FALSE,"NO"
"SS_123",2.4213e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 10 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2937,"Coin cell",FALSE,"NO"
"SS_124",1.7935e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 10 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3017,"Coin cell",FALSE,"NO"
"SS_125",8.2574e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 10 LiTFSI",2023-11-21,"Coin cell",1,1.8574,0.648,"Coin cell",FALSE,"NO"
"SS_126",6.4595e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 10 LiTFSI",2023-11-21,"Coin cell",1,1.7632,0.5197,"Coin cell",FALSE,"NO"
"SS_127",2.7294e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 10 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3463,"Coin cell",FALSE,"NO"
"SS_128",5.3476e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.306,"Coin cell",FALSE,"NO"
"SS_128",5.4348e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.306,"Coin cell",FALSE,"NO"
"SS_128",5.7803e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.306,"Coin cell",FALSE,"NO"
"SS_128",1.4747e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.306,"Coin cell",FALSE,"NO"
"SS_129",6.8611e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3533,"Coin cell",FALSE,"NO"
"SS_129",7.0053e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3533,"Coin cell",FALSE,"NO"
"SS_129",6.8847e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3533,"Coin cell",FALSE,"NO"
"SS_129",1.759e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3533,"Coin cell",FALSE,"NO"
"SS_130",2.4028e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.518,"Coin cell",FALSE,"NO"
"SS_131",6.2992e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3957,"Coin cell",FALSE,"NO"
"SS_131",6.2696e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3957,"Coin cell",FALSE,"NO"
"SS_131",6.5466e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3957,"Coin cell",FALSE,"NO"
"SS_131",1.7377e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3957,"Coin cell",FALSE,"NO"
"SS_132",5.4348e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2697,"Coin cell",FALSE,"NO"
"SS_132",5.457e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2697,"Coin cell",FALSE,"NO"
"SS_132",5.291e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2697,"Coin cell",FALSE,"NO"
"SS_132",2.3353e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2697,"Coin cell",FALSE,"NO"
"SS_133",5.5479e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2803,"Coin cell",FALSE,"NO"
"SS_133",5.7637e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2803,"Coin cell",FALSE,"NO"
"SS_133",5.698e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2803,"Coin cell",FALSE,"NO"
"SS_133",4.0901e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2803,"Coin cell",FALSE,"NO"
"SS_134",4.9383e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.269,"Coin cell",FALSE,"NO"
"SS_134",4.878e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.269,"Coin cell",FALSE,"NO"
"SS_134",4.8662e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.269,"Coin cell",FALSE,"NO"
"SS_134",3.4959e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.269,"Coin cell",FALSE,"NO"
"SS_135",6.1162e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.341,"Coin cell",FALSE,"NO"
"SS_135",6.2598e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.341,"Coin cell",FALSE,"NO"
"SS_135",6.2992e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.341,"Coin cell",FALSE,"NO"
"SS_135",3.8266e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.341,"Coin cell",FALSE,"NO"
"SS_136",1.6667e-07,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3047,"Coin cell",FALSE,"NO"
"SS_136",2.1277e-07,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3047,"Coin cell",FALSE,"NO"
"SS_136",1.7167e-07,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3047,"Coin cell",FALSE,"NO"
"SS_136",1.6194e-07,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3047,"Coin cell",FALSE,"NO"
"SS_136",1.2313e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3047,"Coin cell",FALSE,"NO"
"SS_137",3.0303e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3703,"Coin cell",FALSE,"NO"
"SS_137",2.8986e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3703,"Coin cell",FALSE,"NO"
"SS_137",6.0423e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3703,"Coin cell",FALSE,"NO"
"SS_137",6.3291e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3703,"Coin cell",FALSE,"NO"
"SS_137",1.9828e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3703,"Coin cell",FALSE,"NO"
"SS_138",3.8835e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3233,"Coin cell",FALSE,"NO"
"SS_138",5.2425e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3233,"Coin cell",FALSE,"NO"
"SS_138",2.0769e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.3233,"Coin cell",FALSE,"NO"
"SS_139",9.5923e-07,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2537,"Coin cell",FALSE,"NO"
"SS_139",1.2121e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2537,"Coin cell",FALSE,"NO"
"SS_139",1.4422e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2537,"Coin cell",FALSE,"NO"
"SS_140",5.4127e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2253,"Coin cell",FALSE,"NO"
"SS_140",2.172e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2253,"Coin cell",FALSE,"NO"
"SS_141",3.5714e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.1867,"Coin cell",FALSE,"NO"
"SS_141",1.8802e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.1867,"Coin cell",FALSE,"NO"
"SS_142",3.6697e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2887,"Coin cell",FALSE,"NO"
"SS_142",3.5714e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2887,"Coin cell",FALSE,"NO"
"SS_142",3.5398e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2887,"Coin cell",FALSE,"NO"
"SS_142",3.0326e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2887,"Coin cell",FALSE,"NO"
"SS_143",3.8095e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2847,"Coin cell",FALSE,"NO"
"SS_143",3.8095e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2847,"Coin cell",FALSE,"NO"
"SS_143",3.7736e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2847,"Coin cell",FALSE,"NO"
"SS_143",3.2984e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",20,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 20 LiTFSI",2023-11-21,"Coin cell",1,1.9436,0.2847,"Coin cell",FALSE,"NO"
"SS_184",4.5837e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 10 LiTFSI",2024-03-11,"Coin cell",2,1.89,0.2141,"Coin cell",FALSE,"NO"
"SS_184",8.8934e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 10 LiTFSI",2024-03-11,"Coin cell",2,1.89,0.2141,"Coin cell",FALSE,"NO"
"SS_187",2.3342e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 10 LiTFSI",2024-03-08,"Coin cell",2,1.89,0.2141,"Coin cell",FALSE,"NO"
"SS_187",9.1365e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 10 LiTFSI",2024-03-08,"Coin cell",2,1.89,0.2141,"Coin cell",FALSE,"NO"
"SS_187",5.8335e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 10 LiTFSI",2024-03-08,"Coin cell",2,1.89,0.2141,"Coin cell",FALSE,"NO"
"SS_191",8.8934e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 10 LiTFSI",2024-03-11,"Coin cell",2,1.89,0.2141,"Coin cell",FALSE,"NO"
"SS_191",9.0855e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 10 LiTFSI",2024-03-11,"Coin cell",2,1.89,0.2141,"Coin cell",FALSE,"NO"
"SS_193",4.0602e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 10 LiTFSI",2024-03-29,"Coin cell",2,1.89,0.2141,"Coin cell",FALSE,"NO"
"SS_193",4.0313e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 10 LiTFSI",2024-03-29,"Coin cell",2,1.89,0.2141,"Coin cell",FALSE,"NO"
"SS_193",3.9887e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 10 LiTFSI",2024-03-29,"Coin cell",2,1.89,0.2141,"Coin cell",FALSE,"NO"
"SS_197",7.4039e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 10 LiTFSI",2024-03-29,"Coin cell",2,1.89,0.2141,"Coin cell",FALSE,"NO"
"SS_197",7.4039e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 10 LiTFSI",2024-03-29,"Coin cell",2,1.89,0.2141,"Coin cell",FALSE,"NO"
"SS_197",7.3559e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 10 LiTFSI",2024-03-29,"Coin cell",2,1.89,0.2141,"Coin cell",FALSE,"NO"
